antecedent,consequent,confidence,lift,support,readable
"['GPU_NVIDIA', 'STORAGE_HDD', 'STORAGE_1TB', 'PRICE_1200+']",['CPU_i7/i9'],0.8936170212765957,2.767449001974117,0.0559254327563249,"GPU_NVIDIA, STORAGE_HDD, STORAGE_1TB, PRICE_1200+  ->  CPU_i7/i9   (confidence=0.89, lift=2.77)"
"['PRICE_700-1200', 'RAM_8-16GB', 'STORAGE_SSD']",['STORAGE_256GB'],0.7757009345794392,2.7609071178633124,0.05525965379494008,"PRICE_700-1200, RAM_8-16GB, STORAGE_SSD  ->  STORAGE_256GB   (confidence=0.78, lift=2.76)"
"['GPU_NVIDIA', 'STORAGE_HDD', 'PRICE_1200+']",['CPU_i7/i9'],0.8910891089108911,2.7596202919260997,0.05992010652463382,"GPU_NVIDIA, STORAGE_HDD, PRICE_1200+  ->  CPU_i7/i9   (confidence=0.89, lift=2.76)"
"['RAM_16-32GB', 'CPU_i7/i9', 'STORAGE_SSD']",['GPU_NVIDIA'],0.5602836879432624,2.759167538658296,0.0525965379494008,"RAM_16-32GB, CPU_i7/i9, STORAGE_SSD  ->  GPU_NVIDIA   (confidence=0.56, lift=2.76)"
"['STORAGE_256GB', 'PRICE_1200+', 'GPU_IntelIntegrated']",['RAM_8-16GB'],0.92,2.7581636726546908,0.07656458055925433,"STORAGE_256GB, PRICE_1200+, GPU_IntelIntegrated  ->  RAM_8-16GB   (confidence=0.92, lift=2.76)"
"['GPU_NVIDIA', 'STORAGE_1TB', 'PRICE_1200+', 'STORAGE_SSD']",['CPU_i7/i9'],0.8901098901098901,2.7565877421547524,0.05392809587217044,"GPU_NVIDIA, STORAGE_1TB, PRICE_1200+, STORAGE_SSD  ->  CPU_i7/i9   (confidence=0.89, lift=2.76)"
"['CPU_i7/i9', 'PRICE_1200+', 'STORAGE_SSD']",['GPU_NVIDIA'],0.5573122529644269,2.7445344391887514,0.09387483355525965,"CPU_i7/i9, PRICE_1200+, STORAGE_SSD  ->  GPU_NVIDIA   (confidence=0.56, lift=2.74)"
"['GPU_NVIDIA', 'STORAGE_HDD', 'CPU_i7/i9', 'STORAGE_SSD']",['PRICE_1200+'],0.9642857142857143,2.7431006493506493,0.05392809587217044,"GPU_NVIDIA, STORAGE_HDD, CPU_i7/i9, STORAGE_SSD  ->  PRICE_1200+   (confidence=0.96, lift=2.74)"
"['STORAGE_HDD', 'PRICE_1200+', 'STORAGE_SSD']",['CPU_i7/i9'],0.8854166666666666,2.742053264604811,0.05659121171770972,"STORAGE_HDD, PRICE_1200+, STORAGE_SSD  ->  CPU_i7/i9   (confidence=0.89, lift=2.74)"
"['GPU_NVIDIA', 'RAM_16-32GB', 'CPU_i7/i9']",['PRICE_1200+'],0.963855421686747,2.741876597298284,0.05326231691078562,"GPU_NVIDIA, RAM_16-32GB, CPU_i7/i9  ->  PRICE_1200+   (confidence=0.96, lift=2.74)"
"['STORAGE_HDD', 'STORAGE_1TB']",['GPU_NVIDIA'],0.556390977443609,2.739997534820658,0.0985352862849534,"STORAGE_HDD, STORAGE_1TB  ->  GPU_NVIDIA   (confidence=0.56, lift=2.74)"
"['GPU_NVIDIA', 'STORAGE_HDD', 'STORAGE_1TB', 'CPU_i7/i9', 'STORAGE_SSD']",['PRICE_1200+'],0.9620253164556962,2.7366705024932876,0.05059920106524634,"GPU_NVIDIA, STORAGE_HDD, STORAGE_1TB, CPU_i7/i9, STORAGE_SSD  ->  PRICE_1200+   (confidence=0.96, lift=2.74)"
"['STORAGE_HDD', 'STORAGE_1TB', 'PRICE_1200+']",['CPU_i7/i9'],0.8823529411764706,2.7325651910248636,0.05992010652463382,"STORAGE_HDD, STORAGE_1TB, PRICE_1200+  ->  CPU_i7/i9   (confidence=0.88, lift=2.73)"
"['RAM_8-16GB', 'PRICE_1200+', 'GPU_IntelIntegrated']",['STORAGE_256GB'],0.7666666666666667,2.728751974723539,0.07656458055925433,"RAM_8-16GB, PRICE_1200+, GPU_IntelIntegrated  ->  STORAGE_256GB   (confidence=0.77, lift=2.73)"
"['STORAGE_HDD', 'STORAGE_1TB', 'PRICE_1200+', 'STORAGE_SSD']",['CPU_i7/i9'],0.8777777777777778,2.7183963344788085,0.0525965379494008,"STORAGE_HDD, STORAGE_1TB, PRICE_1200+, STORAGE_SSD  ->  CPU_i7/i9   (confidence=0.88, lift=2.72)"
"['STORAGE_HDD', 'CPU_i7/i9', 'STORAGE_SSD']",['PRICE_1200+'],0.9550561797752809,2.716845420497106,0.05659121171770972,"STORAGE_HDD, CPU_i7/i9, STORAGE_SSD  ->  PRICE_1200+   (confidence=0.96, lift=2.72)"
"['CPU_i7/i9', 'PRICE_1200+']",['GPU_NVIDIA'],0.5516014234875445,2.7164109445189895,0.10319573901464714,"CPU_i7/i9, PRICE_1200+  ->  GPU_NVIDIA   (confidence=0.55, lift=2.72)"
"['GPU_NVIDIA', 'STORAGE_1TB', 'CPU_i7/i9', 'STORAGE_SSD']",['PRICE_1200+'],0.9529411764705882,2.7108288770053477,0.05392809587217044,"GPU_NVIDIA, STORAGE_1TB, CPU_i7/i9, STORAGE_SSD  ->  PRICE_1200+   (confidence=0.95, lift=2.71)"
"['STORAGE_HDD', 'STORAGE_1TB', 'CPU_i7/i9', 'STORAGE_SSD']",['PRICE_1200+'],0.9518072289156626,2.7076031398320555,0.0525965379494008,"STORAGE_HDD, STORAGE_1TB, CPU_i7/i9, STORAGE_SSD  ->  PRICE_1200+   (confidence=0.95, lift=2.71)"
"['GPU_NVIDIA', 'RAM_16-32GB']",['CPU_i7/i9'],0.8736842105263158,2.7057189365165493,0.05525965379494008,"GPU_NVIDIA, RAM_16-32GB  ->  CPU_i7/i9   (confidence=0.87, lift=2.71)"
