hit_rate,avg_latency_hit_s,avg_latency_miss_s,fair_speedup_within_run,naive_speedup_cross_run_DO_NOT_USE,similarity_threshold
0.08,0.007422068499977286,28.835067499869552,1.0869321936164196,1.1205246483160622,0.92
